video_id,title,channel_name,published_at,duration,view_count,like_count,comment_count,total_words,sensitive_count,sensitive_ratio,classification,found_terms,ad_status,violence_death_count,sexual_content_count,profanity_count,drugs_substances_count,hate_speech_slurs_count,mental_health_count,political_controversial_count,weapons_military_count,coded_numbers_count
bKwXuwuAOFw,When the U.S. Asked Israel for Advice on Occupying Iraq,midwesternmarx,2023-12-25,PT2M20S,860,133,11,411,13,3.163,Likely Demonetised,"death, torture, suppress, prison, weapon, war, fight, destroy",Yes,6,0,0,0,0,0,6,1,0
bLTgFZi-0Z8,Tech Giants FIRE Woke Employees,Actual Justice Warrior,2023-01-26,PT26M44S,746304,25340,5361,5515,32,0.5802,Likely Monetised,"worst, hang, virus, hate, pandemic, bitter, inflation, pregnant, disaster, judge",Yes,1,4,4,0,4,0,17,2,0
bUMpdmaa-Kg,Probably Cancelled | Multipolarity Rising | Russia's Relations w/DPRK&Vietnam | Don Courter,midwesternmarx,2024-07-12,PT1H6M9S,3214,271,84,12105,97,0.8013,Likely Monetised,"hate, torture, white, rape, evil, chemical, dictator, kill, crime, attack",Yes,15,3,6,4,4,1,54,10,0
bVfIhLwIguo,Production Hell - Groundhog Day,The Critical Drinker,2025-11-10,PT8M52S,610549,44529,2951,1856,10,0.5388,Likely Monetised,"hate, strike, bitter, hell, damn, death, shoot, damage",Yes,1,0,4,0,1,0,2,2,0
bWhkVIfk9lU,"Critical Drinker Gets Copyright Blocked Over ""Why The Last Of Us Is Falling Apart"" Video",Geeks + Gamers,2025-05-06,PT5M55S,150088,9046,1271,1126,20,1.7762,Likely Monetised,"damn, fuck, strike",Yes,0,0,2,0,0,0,18,0,0
bknH4NFM_YU,Noah's Show | Noah Humiliates a Neo-n*zi and More!,midwesternmarx,2024-10-22,PT2H8M55S,1195,116,30,15757,100,0.6346,Likely Monetised,"hate, bastard, nazi, dead, white, neo-nazi, evil, regret, wrong, kill",Yes,23,1,17,3,24,0,27,5,0
bknae1M_YAk,,,,,0,0,0,623,10,1.6051,Likely Monetised,"threat, war, weapon, criminal, destroy",Yes,2,0,0,0,0,0,4,4,0
bnaNg6EQjZw,"TS Madison on Relatability, Haters, Beyonce, Mo'Nique & Taking Up Space | ICONIC INTERVIEW",olurinatti,2024-03-24,PT56M6S,23330,1853,105,11080,77,0.6949,Likely Monetised,"weed, hate, murder, porn, burn, hell, white, controversy, false, majority",,3,4,14,1,49,0,1,5,0
c2K1TfMFuNo,Hasan Piker Calls the ACP Federal Agents at Cambridge University,midwesternmarx,2024-12-05,PT2H29M37S,5729,298,316,25205,212,0.8411,Likely Monetised,"racism, hate, nazi, suppress, dead, false, kill, wrong, attack, god",Yes,54,0,38,0,19,0,96,4,1
cEFTxxx9Z4k,Unpacking Kamala's Run & Ana Kasparian's Grift | OLAY & CHILL,olurinatti,2024-11-02,PT1H14M4S,0,5777,833,16900,174,1.0296,Likely Monetised,"racism, holocaust, hate, bastard, nazi, dead, white, loser, evil, dictator",,15,0,14,1,120,0,23,1,0
cPNzm0UJ3MA,Mission: Impossible The Final Reckoning REVIEW - A Disappointing End,Nerdrotic,2025-05-23,PT10M51S,245599,17938,2590,2235,30,1.3423,Likely Monetised,"worst, dead, hell, controversy, cringe, villain, shoot, evil, war, kill",Yes,9,0,7,0,0,1,11,2,0
cTuSqDK3_4A,,,,,0,0,0,1731,29,1.6753,Likely Monetised,"hate, die, suppress, pain, dead, strike, hypocrite, villain, fight, weapon",Yes,9,0,5,0,1,1,11,2,0
cUhY_gefO4c,Why Serial Killers Aren’t “Monsters”,olurinatti,2025-12-31,PT1H45M5S,338668,22360,2557,20592,480,2.331,Uncertain,"racism, bail, hate, weed, torture, dead, loser, white, rape, false",,216,24,34,7,35,5,151,6,2
cyDrWQhpMWI,Stranger Things Secret Episode 9 BOMBSHELL,Geeks + Gamers,2026-01-06,PT25M,37337,2434,754,4666,35,0.7501,Likely Monetised,"irrelevant, worst, die, burn, hell, disaster, cringe, villain, false, war",Yes,11,0,14,0,0,0,5,5,0
d6BWn6dGN2U,Newsweek Claims Roger Goodell Facing Calls to Be Fired!,Culture Casino,2026-02-11,PT11M17S,26253,2230,362,1989,4,0.2011,Likely Monetised,"nonsense, hate, tax",Yes,0,0,1,0,2,0,1,0,0
d9hKTD29YyE,Audience CANCELS Disney,Culture Casino,2023-07-03,PT14M18S,23323,1884,318,2599,6,0.2309,Likely Monetised,"indoctrination, inflation, loser, gun, destroy",No,1,0,1,0,0,0,3,1,0
dBfYoBKFCS8,,,,,0,0,0,1971,14,0.7103,Likely Monetised,"murder, meltdown, dead, kill, fight, weapon, shoot",Yes,10,0,1,0,0,0,1,2,0
dDyhSMW6jgE,Kendrick & Hip Hop’s Beef with Drake: Round 3 | OLAY & FRIENDS,olurinatti,2024-06-30,PT1H7M48S,41283,2194,332,14490,64,0.4417,Likely Monetised,"hate, wrong, god, crime, attack, death, pedophilia, sex, majority, shoot",,14,5,9,0,25,1,7,3,0
dLZ3IVhZyo4,"Foreign on Being a Progressive Bahamian, Caribbean Values & American Audiences",olurinatti,2024-06-27,PT56M14S,21728,1587,124,11941,81,0.6783,Likely Monetised,"hate, torture, dead, white, god, burn, kill, wrong, majority, slavery",,9,0,19,0,42,1,10,0,0
dUtP02VQgLE,,,,,0,0,0,1679,2,0.1191,Likely Monetised,"weapon, god",Yes,0,0,1,0,0,0,0,1,0
dzk0yH9Achw,Snow White - It's Even Worse Than I Expected,The Critical Drinker,2025-03-22,PT9M44S,5120067,234634,19498,1922,45,2.3413,Uncertain,"worst, murder, die, dead, pain, prison, white, controversy, obnoxious, villain",Yes,4,0,10,0,18,1,11,1,0
e4b3aOFjqUk,"PODCAST #5: HUEY NEWTON""S REVOLUTIONARY SUICIDE, BLACK PANTHERS, AND MORE",midwesternmarx,2021-02-01,PT1H19M28S,3783,312,31,15540,220,1.4157,Likely Monetised,"racism, hate, dead, white, evil, dictator, kill, wrong, crime, oppressor",Yes,64,4,16,0,76,17,40,3,0
eEJsv7NStgI,Why is Everyone Hating on Angel Reese?,olurinatti,2023-04-06,PT15M57S,15513,1894,174,2930,86,2.9352,Uncertain,"racism, hate, doxing, white, assault, wrong, crime, attack, death, sex",,8,12,5,0,48,2,10,1,0
eGezteFIq8I,Disney's Snow White Flop Could CANCEL Frozen 3 & Rey Skywalker Star Wars Movie,Culture Casino,2025-01-29,PT11M46S,26964,722,91,1825,14,0.7671,Likely Monetised,"propaganda, white, disaster, war, shoot, court",No,1,0,0,0,9,0,3,1,0
eGu1kSLwAlg,,,,,0,0,0,445,1,0.2247,Likely Monetised,disaster,Yes,1,0,0,0,0,0,0,0,0
eLBfjvzPUP4,Men For Kamala Ad Is The WORST,Actual Justice Warrior,2024-10-12,PT17M23S,90506,6236,2522,3686,17,0.4612,Likely Monetised,"die, dead, bitter, burn, hell, judge, white, evil, black, sex",Yes,4,1,4,0,4,0,4,0,0
ePK6zWdjRMA,,,,,0,0,0,2964,23,0.776,Likely Monetised,"die, dead, transition, punishment, abusive, white, judge, god, burn, kill",Yes,11,0,3,0,1,0,6,2,0
eQ3BfpWVfQE,The Asmongold Mythic Talent situation is Crazy,Hero Hei,2026-03-08,PT4M38S,95470,4178,922,1016,2,0.1969,Likely Monetised,"majority, black",Yes,0,0,0,0,2,0,0,0,0
e_CfPQ8znRE,Jussie Smollett Convicted Of HOAX,Actual Justice Warrior,2021-12-11,PT20M35S,71497,4964,1158,3950,92,2.3291,Uncertain,"hate, dead, inflation, felony, white, ira, false, evil, kill, wrong",Yes,25,0,5,0,36,2,23,1,0
eitZZmeuNZk,Crash And Burn - The Kristen Stewart Story,The Critical Drinker,2025-12-18,PT7M3S,1515357,76750,8365,1232,13,1.0552,Likely Monetised,"irrelevant, meth, hate, meltdown, bitter, controversy, white, judge, burn",Yes,1,0,5,1,3,0,3,0,0
ejdlkfXwPQc,Were the Crusades Defensive?,Three Arrows,2019-05-05,PT1H3M42S,1153649,42028,10601,12674,211,1.6648,Likely Monetised,"islamophobe, dead, torture, white, regressive, neo-nazi, false, evil, injury, chemical",Yes,105,1,11,1,22,0,61,6,4
eqZzdjU1xUg,Why They Hate The Lord of the Rings - The Scouring of Tolkien,Nerdrotic,2025-10-27,PT16M54S,693587,43969,6430,2836,57,2.0099,Uncertain,"racism, hate, inflation, white, evil, kill, burn, attack, god, transition",Yes,11,0,2,0,26,1,17,0,0
ewr-XBZwyzA,Minnesota Judge Says Somalis Have A RIGHT TO STEAL,Actual Justice Warrior,2025-11-26,PT16M31S,172095,8833,3790,2914,44,1.51,Likely Monetised,"worst, tax, hell, judge, dumbass, prosecutor, false, majority, god, wrong",Yes,4,0,11,0,1,0,28,0,0
f0Dl4m9bN1w,,,,,0,0,0,1572,14,0.8906,Likely Monetised,"racist, harassment, white, disaster, war, black",Yes,1,0,0,0,10,0,3,0,0
fBawKNeZbqc,Joe Rogan On Gaddafi & Libya,midwesternmarx,2024-01-10,PT2M5S,4892,458,30,408,6,1.4706,Likely Monetised,"slavery, disaster, kill, slave, death",Yes,6,0,0,0,0,0,0,0,0
fDJTiMGjELw,,,,,0,0,0,4939,26,0.5264,Likely Monetised,"weed, tax, burn, war, cringy, black, blood, insane, transition, criminal",Yes,4,0,2,1,1,0,18,0,0
fEW_p3uvk6g,,,,,0,0,0,3166,43,1.3582,Likely Monetised,"racist, bounty, hate, death, strike, hell, white, villain, sexist, war",Yes,3,0,5,0,7,0,28,0,0
fGvqf-UcXL4,,,,,0,0,0,3033,14,0.4616,Likely Monetised,"die, dead, hell, white, majority, wrong, kill, insane, transition, shoot",Yes,3,0,3,0,6,0,1,1,0
fIqdMDe2pjs,Why Greg Abbott is The Most Dangerous Man in America,olurinatti,2024-04-20,PT1H25M12S,119211,9108,1428,16669,445,2.6696,Uncertain,"racism, bail, hate, suppress, felony, torture, dead, white, regressive, rape",,93,25,18,3,60,6,165,73,2
fJsJHrO66Y4,LIBERALS RAGE AS TEAM USA DEFEATS CANADA IN HOCKEY AT OLYMPICS & DONALD TRUMP HAS HILARIOUS RESPONSE,TheQuartering,2026-02-23,PT15M4S,71392,6076,1248,2316,18,0.7772,Likely Monetised,"worst, beer, white, evil, injury, nonsense, war, wrong, black, blood",Yes,2,0,4,1,4,0,7,0,0
fez_4ahU0yc,,,,,0,0,0,1912,22,1.1506,Likely Monetised,"worst, die, meltdown, hell, white, disaster, obnoxious, bitch, blood, burn",Yes,7,0,7,0,6,0,1,1,0
fnqrarfzGSA,Black LGBT People are Still Black | OLAY & FRIENDS,olurinatti,2023-08-06,PT1H19M,53424,4107,341,15894,288,1.812,Likely Monetised,"hate, chink, dead, white, rape, god, kill, attack, oppressor, wrong",,52,4,12,0,196,1,21,2,0
fp_GOiz5MV0,Donald Trump Just FIRED Kristi Noam After EMBARASSING Department Of Homeland Security Scandal!,TheQuartering,2026-03-05,PT12M42S,67772,5794,1535,2012,12,0.5964,Likely Monetised,"terrorist, harassment, disaster, cringe, sexual, kill, burn, crime, weapon, shoot",Yes,6,2,1,0,0,0,1,2,0
fvSzQMNhlfk,"Conscious Lee on TikTok Fame, The Value of Education, Controversy, Accountability & Afro-Pessimism",olurinatti,2024-06-02,PT1H6M43S,18576,1620,100,16032,242,1.5095,Likely Monetised,"racism, hate, nazi, torture, dead, white, false, assault, wrong, god",,37,1,40,0,149,1,14,0,0
g449rPJYL-g,Thunderbolts WTF Was That,Geeks + Gamers,2025-05-03,PT10M32S,35649,3161,878,2025,16,0.7901,Likely Monetised,"worst, propaganda, cringe, disaster, war, black, crime, stupid, fight",Yes,2,0,8,0,3,0,3,0,0
g7k80zLny6U,James Gunn's DCU Is Falling Apart,The Critical Drinker,2025-10-13,PT9M13S,999133,55614,10690,1771,34,1.9198,Likely Monetised,"irrelevant, threat, die, strike, suicide, wrong, kill, stupid, nuclear, gun",Yes,2,0,3,0,0,2,3,24,0
g8KgCy9Mc4M,Comedian Arrested for JOKES - Free Speech is DEAD in the UK,Nerdrotic,2025-09-08,PT14M,184587,19865,2420,2651,33,1.2448,Likely Monetised,"bail, hate, suppress, assault, wrong, crime, stupid, madman, harass, blood",Yes,8,1,8,0,6,0,9,1,0
gLJKTo2cj6s,,,,,0,0,0,2944,9,0.3057,Likely Monetised,"pandemic, bitter, regret, war, god, wrong",Yes,0,0,3,0,0,0,6,0,0
gNfvSqHk-8U,Probably Cancelled | Burning Man is an Inside Job: Psychedelic Culture as Bio-Warfare w/John Potash,midwesternmarx,2025-01-05,PT1H3M12S,3240,298,78,10826,150,1.3856,Likely Monetised,"lsd, nazi, dead, gypsy, torture, white, chemical, orgy, kill, wrong",No,49,6,9,7,31,3,33,11,1
gQZpuJPA8R8,Daredevil: Born Again REVIEW,Nerdrotic,2025-03-06,PT12M12S,324254,22219,2442,2631,34,1.2923,Likely Monetised,"hate, dead, white, evil, kill, attack, death, surgery, die, villain",Yes,11,0,6,0,3,1,10,3,0
gUHU0lNgKXY,Sweden is a War Zone,The Podcast of the Lotus Eaters,2025-01-31,PT25M49S,369994,18984,6851,4504,79,1.754,Likely Monetised,"dead, evil, assault, kill, burn, attack, crime, god, scumbag, death",Yes,49,2,7,0,1,0,11,9,0
gWYci7LKUIY,Nerdrotic and Critical Drinker ATTACKED Over Starfleet Academy DISASTER,Geeks + Gamers,2026-01-24,PT7M23S,93118,5515,810,1239,10,0.8071,Likely Monetised,"racist, propaganda, hell, sexist, nonsense, damn, destroy",Yes,1,0,4,0,4,0,1,0,0
gfHXJRqq-qo,Guns in the Third Reich - A Response to Ben Shapiro and Others,Three Arrows,2018-03-23,PT22M19S,928737,41650,8246,4613,178,3.8587,Likely Demonetised,"nazi, evil, orgy, dictator, wrong, burn, kill, attack, stupid, death",Yes,46,1,6,0,46,0,26,53,0
ggFJ_kpqhUs,Cenk's EPIC Tim Pool Meltdown Live Reaction With @AlfBenny,Actual Justice Warrior,2022-11-23,PT1H50M35S,97869,4308,1000,18688,321,1.7177,Likely Monetised,"hate, suppress, porn, dead, bestiality, white, false, evil, mentally, orgy",Yes,71,46,102,0,35,5,42,20,0
gia_Qs-xAko,,,,,0,0,0,1196,15,1.2542,Likely Monetised,"die, hell, war, fight, attack, insane, weapon, heroin",Yes,2,0,2,1,0,0,9,1,0
grd35B5dl9Y,The 7 Deadly Sins of Black Politicians,olurinatti,2024-11-30,PT52M55S,114913,8214,482,10585,308,2.9098,Uncertain,"racism, hate, weed, bastard, dead, white, loser, regret, evil, kill",,63,0,13,4,159,0,50,19,0
gwEX06eLhCk,,,,,0,0,0,1138,18,1.5817,Likely Monetised,"die, villain, obnoxious, evil, defeat, black, shoot, damage",Yes,1,0,2,0,7,0,7,1,0
gyFTPYmlx3Q,THE CONTROLLED OPPOSITION OF ZOHRAN MAMDANI | NIKO HOUSE,midwesternmarx,2026-01-11,PT1H20M34S,2353,249,46,16723,153,0.9149,Likely Monetised,"racism, bail, hate, white, dumbass, dictator, god, kill, attack, wrong",Yes,32,1,23,0,41,0,49,7,0
h-reYV5NteM,How a TikTok Star Ended Up in Prison,olurinatti,2024-07-24,PT18M35S,41051,4385,295,3692,91,2.4648,Uncertain,"dead, rape, injury, assault, kill, wrong, crime, stupid, death, propaganda",,40,8,4,1,0,2,28,7,1
hAzJPldtt3Y,"Jamaal Bowman on the Influence of AIPAC, Calling for a Ceasefire, Reparations & Reelection",olurinatti,2024-06-10,PT50M50S,11242,1301,103,9189,164,1.7847,Likely Monetised,"racism, hate, white, dictator, wrong, burn, attack, kill, god, crime",,28,0,7,0,73,2,48,6,0
hBGU6bwB60k,What is Abolition?,olurinatti,2023-05-18,PT13M28S,31762,3923,286,2431,107,4.4015,Likely Demonetised,"bail, rape, assault, kill, wrong, crime, pornography, child porn, majority, sex",,55,24,1,0,5,0,22,0,0
hTCsNrC1_LU,BBC TV License Enforcement Officers Come Knocking at my Door as License Fee Payers Collapse!,HeelvsBabyface,2026-02-24,PT11M32S,147190,14093,2756,1558,6,0.3851,Likely Monetised,"strike, dead, cringe, god, court",Yes,1,0,2,0,0,0,3,0,0
hUFvG4RpwJI,Was Hitler a Socialist?,Three Arrows,2018-09-28,PT42M43S,1020267,43894,14295,7300,194,2.6575,Uncertain,"nazi, torture, inflation, dictator, wrong, kill, burn, death, minority, propaganda",Yes,21,0,2,0,141,2,19,9,0
hUYprCCnAnE,Woke Artist DEMANDS You Worship Black Women,Actual Justice Warrior,2025-05-09,PT15M43S,66878,4128,2187,3265,47,1.4395,Likely Monetised,"racist, hate, strike, scum, white, evil, nonsense, god, black, stupid",Yes,0,0,8,0,36,0,3,0,0
hVU4pMnUQV4,,,,,0,0,0,1507,16,1.0617,Likely Monetised,"white, breast, shoot, majority, violence, sex, wrong, black, god, stupid",Yes,1,2,4,0,5,0,2,2,0
hV_pjx5HRX0,From MLK's Civil Rights Movement to Fain and the UAWs New Labor Movement,midwesternmarx,2024-01-12,PT16M18S,697,76,8,2530,37,1.4625,Likely Monetised,"racism, racist, die, strike, torture, nazi, white, neo-nazi, false, evil",Yes,6,0,1,0,16,0,14,0,0
hXW0AaStXf0,The Bride! - It Sucks!,The Critical Drinker,2026-03-09,PT8M29S,1048455,67055,6980,1645,11,0.6687,Likely Monetised,"worst, dead, obnoxious, kill, insane, escort, fight, shoot, damage",Yes,3,1,4,0,0,0,2,1,0
hYjNLp6QXAY,Biden Victory Means 4 Years of Trump Support Wasted for UK-US Trade Deal,The Podcast of the Lotus Eaters,2020-11-10,PT8M48S,14052,1144,135,1986,13,0.6546,Likely Monetised,"racist, virus, hate, white, ira, war, kill, burn, wrong",Yes,2,0,2,0,5,0,4,0,0
ha59Y-Cu2Ww,PANIC as CNBC Layoffs Hit and  PBS COLLAPSES,Culture Casino,2025-09-09,PT8M20S,20599,1506,193,1338,1,0.0747,Likely Monetised,disaster,Yes,1,0,0,0,0,0,0,0,0
heQXp3P1VWI,The BAFTA's Showed Us Who People Really Are,The Critical Drinker,2026-02-25,PT7M54S,1482664,93459,12983,1534,5,0.3259,Likely Monetised,"racism, dumber, white, god, destroy",Yes,1,0,2,0,2,0,0,0,0
hjunt0aem7A,KARMELO ANTHONY GETS BRUTAL NEWS!,TheQuartering,2026-02-26,PT12M4S,196324,16589,2055,1884,48,2.5478,Uncertain,"meth, murder, opposition, prison, judge, white, prostitute, harass, weapon, lawsuit",Yes,6,1,5,2,9,0,24,1,0
hklsd1XY1To,The Savant - The Ultimate Karen Power Fantasy?,The Critical Drinker,2025-09-03,PT5M18S,902559,64046,6238,979,15,1.5322,Likely Monetised,"hate, white, villain, censorship, false, wrong, cringy, attack, god, flag",Yes,1,0,7,0,5,0,2,0,0
hmipo-dntK8,The WOKE Smoothie Backfire Has GONE NUCLEAR! Multiple Apologies & New Locations Busted!,TheQuartering,2026-03-03,PT13M6S,110746,7607,1578,2329,13,0.5582,Likely Monetised,"discrimination, meth, hate, cringe, evil, black, god, wrong, stupid",Yes,0,0,5,1,4,0,3,0,0
hqqZRB3xRzU,Disney Doubles Down,Star Wars Theory,2026-02-17,PT7M9S,51123,2271,322,1279,1,0.0782,Likely Monetised,war,Yes,0,0,0,0,0,0,1,0,0
hsACXExBwyg,,,,,0,0,0,1939,15,0.7736,Likely Monetised,"worst, hate, die, white, villain, disaster, evil, war, boob, wrong",Yes,2,1,6,0,2,0,3,1,0
hvLAtst7SgU,FAT ACCEPTANCE HAS GONE TOO FAR,TheQuartering,2026-03-07,PT12M59S,49223,4858,1404,1944,14,0.7202,Likely Monetised,"worst, censorship, damn, god, black, insane",Yes,0,0,12,0,1,0,1,0,0
i2X8tQlPeYo,The Smashing Machine - A Knockout For The Rock?,The Critical Drinker,2025-10-06,PT6M7S,998867,48774,2980,1244,15,1.2058,Likely Monetised,"disaster, depression, violence, nonsense, god, burn, damn, fight, damage",Yes,3,0,3,0,0,2,7,0,0
i5FeXFXJhrQ,John Oliver Knows He's F*CKED After Paramount Buys HBO...,Clownfish TV,2026-03-03,PT17M53S,50942,3512,731,3704,23,0.621,Likely Monetised,"worst, hang, nazi, meltdown, hell, evil, war, god, wrong, attack",Yes,1,0,16,0,1,0,5,0,0
i6KC07x7gWo,,,,,0,0,0,4807,35,0.7281,Likely Monetised,"jail, beer, die, meltdown, white, war, black, attack, god, cringy",Yes,3,0,20,1,2,0,7,2,0
i71eQ-7BJR8,The Bride - A Feminist FLOP,Nerdrotic,2026-03-10,PT12M7S,388928,26576,3205,2442,23,0.9419,Likely Monetised,"hate, murder, die, dead, white, depression, shoot, gun, attack, kill",Yes,13,0,0,0,3,1,2,4,0
iMf3SV6aHNY,12 Year Old Arrested For Hate Crime,Actual Justice Warrior,2019-03-03,PT6M37S,14929,1411,352,1206,76,6.3018,Likely Demonetised,"hate, nazi, felony, neo-nazi, evil, kill, wrong, crime, graffiti, swastika",Yes,21,0,1,0,30,0,24,0,0
iQaqIbXFnHM,"Disney's Self-Inflicted ""Boy Trouble""",The Critical Drinker,2025-08-22,PT10M50S,1941220,131391,12993,1985,21,1.0579,Likely Monetised,"irrelevant, hate, fuck, sexist, crime, obnoxious, evil, war, sex, wrong",Yes,3,1,7,0,2,0,5,3,0
iYTuwtw7yvw,Diddy is Going to Prison | OLAY & FRIENDS,olurinatti,2024-09-22,PT1H15M33S,63304,3230,268,16034,236,1.4719,Likely Monetised,"bail, hate, nazi, white, rape, assault, wrong, god, attack, crime",,50,80,24,0,39,0,41,2,0
i_vFXfhfv9o,,,,,0,0,0,1441,6,0.4164,Likely Monetised,"threat, hate, hell, cringe, wrong, gun",Yes,0,0,3,0,1,0,1,1,0
ic6cfnWyxh4,,,,,0,0,0,1462,13,0.8892,Likely Monetised,"evil, war, kill, damn, stupid, fight",Yes,1,0,4,0,0,0,8,0,0
ig0yFkcy1eU,Is the Harry Potter Show COOKED? More Bad News,Nerdrotic,2026-02-19,PT16M2S,587403,35689,5769,3278,53,1.6168,Likely Monetised,"hate, white, ira, wrong, kill, stupid, death, minority, majority, racist",Yes,6,0,4,0,29,0,14,0,0
iwXD625QpRI,The Detrans Wave Is Coming,The Podcast of the Lotus Eaters,2022-06-30,PT25M4S,376276,17061,3290,5248,60,1.1433,Likely Monetised,"hate, penis, breast, regret, mentally, assault, god, kill, transition, surgery",Yes,6,9,4,0,6,6,29,0,0
jHamtTDi46g,,,,,0,0,0,2400,22,0.9167,Likely Monetised,"hate, murder, strike, hell, rape, bitch, war, wrong, kill, god",Yes,5,1,5,0,3,0,8,0,0
jNDWnMfDnuw,Top 5 Hollywood DISASTERS of 2025,Nerdrotic,2025-12-31,PT35M44S,873019,51578,5695,6260,98,1.5655,Likely Monetised,"racism, bounty, hate, dead, white, evil, wrong, kill, god, stupid",Yes,21,0,21,0,35,1,18,2,0
jPPIKg64JnQ,,,,,0,0,0,1372,35,2.551,Uncertain,"assassinate, hate, death, die, dead, burn, corruption, evil, war, wrong",Yes,21,0,3,0,1,0,10,0,0
jSSU1QUAAlQ,Why SJW Characters Fail,Actual Justice Warrior,2019-03-19,PT14M2S,31233,1623,331,2645,32,1.2098,Likely Monetised,"racist, worst, threat, suppress, grenade, judge, controversy, villain, evil, war",Yes,6,0,7,0,1,0,14,4,0
jfKkMaWGO_0,,,,,0,0,0,2253,4,0.1775,Likely Monetised,"nonsense, wrong, false",Yes,0,0,4,0,0,0,0,0,0
jkIHmVqdQEU,Every Marvel Phase Four Movie Reviewed,The Critical Drinker,2025-08-17,PT1H39M4S,366669,14073,1442,20588,258,1.2532,Likely Monetised,"hate, torture, dead, white, evil, assault, kill, wrong, crime, attack",Yes,98,2,45,1,34,0,66,12,0
jprDE87Ec58,Unhinged WOKE Teacher FIRED Today After Being Secretly Recorded In WILD Rant & Threatening Students,TheQuartering,2026-03-11,PT13M27S,113444,9072,2489,2331,20,0.858,Likely Monetised,"worst, propaganda, indoctrination, meltdown, evil, war, black, kill, wrong, insane",Yes,4,0,6,0,1,0,9,0,0
jxSJsFD-jKo,"The Witcher Season 4 - A Show So Awful, It Broke Me",The Critical Drinker,2025-11-03,PT9M15S,1488614,100018,11894,1750,24,1.3714,Likely Monetised,"bail, hate, evil, god, burn, wrong, irrelevant, die, majority, alter",Yes,5,1,8,0,3,0,7,0,0
jz_7uiTDdyo,The Acolyte: Killed by YouTubers?,Nerdrotic,2025-11-29,PT13M28S,417148,28200,2411,2523,57,2.2592,Uncertain,"racist, hate, murder, die, strike, hell, cringe, evil, war, majority",Yes,5,0,6,0,8,0,37,1,0
jzhuS6e7OcI,Most Absurd Debate Ever? Explaining Browderism to an ACP Hater,midwesternmarx,2024-12-02,PT15M7S,1897,110,39,2611,20,0.766,Likely Monetised,"majority, violence, wrong, god, flag, minority",Yes,4,0,4,0,6,0,6,0,0
k9YNL7mzcfM,The GREAT 10.000+ Subscriber Q&A!,Three Arrows,2018-04-05,PT25M47S,55638,2134,320,5049,71,1.4062,Likely Monetised,"hate, nazi, porn, white, god, kill, graffiti, crime, stupid, death",Yes,45,2,2,0,13,0,8,1,0
kEh-lDPLEIw,Communist Leaders Tier List- Part 2,midwesternmarx,2025-07-02,PT47M19S,3550,144,25,7804,83,1.0636,Likely Monetised,"white, evil, mentally, kill, wrong, attack, god, scumbag, stupid, propaganda",Yes,23,0,15,0,7,1,33,4,0
kL_zFC2EcXk,Ghosts of Plum Run. Audiobook and Analysis. Part. 1,midwesternmarx,2021-04-11,PT31M51S,1040,30,6,4815,46,0.9553,Likely Monetised,"slavery, bounty, death, die, strike, dead, nazi, hell, fight, terror",Yes,28,0,3,0,2,1,10,2,0
kS2_YFbzAVs,What People get Wrong about the Bombing of Dresden,Three Arrows,2018-01-24,PT11M35S,494756,18291,3335,2245,83,3.6971,Likely Demonetised,"nazi, dead, neo-nazi, kill, burn, wrong, crime, shit, death, minority",Yes,29,0,11,0,17,0,24,2,0
k_SzyAZ4Rek,Crash And Burn - The Joss Whedon Story,The Critical Drinker,2025-07-14,PT10M,1771196,77302,7298,1869,12,0.6421,Likely Monetised,"worst, abusive, disaster, war, wrong, burn, damage",Yes,4,0,3,0,0,0,5,0,0
kcwcG_gAL9s,Disney KNOWS The Mandalorian and Grogu Can't Save Star Wars.,Clownfish TV,2026-02-26,PT12M46S,21505,1610,403,2966,38,1.2812,Likely Monetised,"racist, hate, hell, war, bigot, god, stupid, fight, shoot",Yes,0,0,16,0,8,0,13,1,0
knW41llP6dg,,,,,0,0,0,3444,8,0.2323,Likely Monetised,"worst, hang, damage, hell, judge, weapon, destroy",Yes,1,0,2,0,0,0,4,1,0
kooGsWhKvIY,"Jarvis tells his Origin Story, how he became a YouTuber, Sad Boyz, and Surviving the Internet",olurinatti,2024-07-13,PT1H19M59S,14048,1098,82,16387,113,0.6896,Likely Monetised,"hate, dead, white, dumbass, evil, chemical, wrong, god, crime, kill",,25,2,37,1,26,0,21,1,0
krvrN0hsoXY,"""Shut The F**K Up"" - CM Punk Slams Woke WWE Fans | IWC Meltdown",Geeks + Gamers,2025-04-18,PT4M36S,31897,1969,504,871,8,0.9185,Likely Monetised,"meltdown, dead, nonsense, war, fight, death, mentally",Yes,2,0,3,0,0,1,2,0,0
kw-j4kvZook,The Harry Potter Show is DOA - Snape Casting BACKLASH,Nerdrotic,2025-03-10,PT10M13S,921554,55012,9809,2091,35,1.6738,Likely Monetised,"racist, worst, hate, hang, transition, hell, white, controversy, war, majority",Yes,3,0,5,0,20,0,7,0,0
l6biNS2PK7g,Woke Hollywood RAGES After Feminist Frankenstein Movie The Bride TANKS At Box Office,TheQuartering,2026-03-11,PT13M27S,57502,4535,1279,2030,12,0.5911,Likely Monetised,"worst, die, dead, loser, disaster, wrong",Yes,9,0,3,0,0,0,0,0,0
lBRmrid2iJo,,,,,0,0,0,1594,16,1.0038,Likely Monetised,"worst, hang, hate, beer, die, dead, burn, white, gun, black",Yes,3,0,4,1,5,0,1,2,0
